Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2022/23,Cardiff City Region,392.4438294775784,2632266.491164239,4418318.657663726,50873.655274603516,238451.97943339014,90412.02582811916,702311.3459332905,406703.8438745199,6766574.59830822,metro area
2022/23,Edinburgh,583.9766563348472,1853386.3043956582,1556730.3486812937,14621.55202772096,121972.25629016777,62200.5204256392,265315.9838928402,402178.2337102265,5112975.847309437,metro area
2022/23,Glasgow City Region,925.2564540904016,4148662.9793688986,2552664.013446454,39019.853040192276,231465.62624158338,108183.91595206498,3191754.722530408,836305.5502986927,11153181.221241819,metro area
2022/23,Greater Birmingham and The Black Country,1299.7968782320618,1696432.9160232332,3758106.3915983294,24374.00945909992,824071.0773467014,65771.94065938111,400579.49897843774,891323.4909505422,6205777.046324278,metro area
2022/23,Greater London,2131.599754318595,13420169.384536413,6055722.2592182895,248256.28652945886,575084.9522219483,56569.49928439926,6293213.786550264,1436890.1669222396,42289345.754759625,metro area
2022/23,Greater Manchester,2311.8145673936233,4623998.228473953,14056266.065326715,130777.06675530877,652703.7367626065,81303.41895667955,1713208.764652425,1187131.4717074174,10228957.780830754,metro area
2022/23,Leeds City Region,610.5898387625814,3603579.423943842,1727846.076555986,62423.23237482626,103013.14072700535,49888.02729169388,1976056.6797575415,634326.2214106467,8325119.013969219,metro area
2022/23,Liverpool City Region,211.7857880294323,2561625.0818110146,5939380.8617351735,32646.517186396017,218942.5710744951,23657.711433238863,1188453.7477777598,480803.9042844421,7002611.635625242,metro area
2022/23,Newcastle Met Area,337.62095839418475,372695.8387525786,1887653.7372055587,19566.602369427685,43312.806792584626,17150.94502414153,266059.71122530126,94168.69753639984,1905144.5893815283,metro area
2022/23,Nottinghamshire and Derby,450.4716033238918,826032.2069662231,4111499.547513801,15970.857211822273,252924.17381977293,32020.301926575674,2101744.635146222,116208.68124227897,1275724.210709161,metro area
2022/23,NA,12943.368336834386,28887456.584752694,38390645.34497306,757120.0015882138,1392345.6305675334,800121.000760581,33476832.897948924,8567586.636407156,81649214.56866385,imd decile
2023/24,Belfast City Region,439.70770937725905,531425.3994825918,2560399.8016562443,75992.88544288091,32276.475406799094,47190.82870611149,4203951.555323098,459382.0618872381,2788199.0667965505,metro area
2023/24,Bristol,677.8441129133106,2521464.8870751406,4128453.0369626596,20585.693242418023,384514.57522708253,39217.952145341325,495299.1041472139,328064.7533624878,7361725.554087193,metro area
2023/24,Cardiff City Region,332.26333673726765,763869.9061969673,3862507.7599628856,12641.285098712147,73188.05907135103,54796.31647048872,2329886.3925549323,1012101.447513496,4141127.9636368696,metro area
2023/24,Edinburgh,312.171160504222,1832687.7099685385,2861680.373902699,12147.336908073723,195263.8384685755,85953.32065617136,656078.9137901898,208757.11483963797,6168039.423279441,metro area
2023/24,Glasgow City Region,303.49591298773885,3404213.1054763026,4233694.432499424,48559.05456845835,67858.2706024781,61027.35459664991,4703442.785878179,1285952.270984004,3466841.355423254,metro area
2023/24,Greater Birmingham and The Black Country,1586.6356496550143,2890570.489768637,13763267.13651947,78101.39012992196,820292.187863104,250491.55685408792,2752818.5696407193,1009685.4193908421,5100266.1895580385,metro area
2023/24,Greater London,3344.1484544053674,6302698.8752680905,10671272.36014198,36785.10452017729,798997.2112676133,326719.25045202853,1192523.90663441,2127257.1849862123,16571657.752138603,metro area
2023/24,Greater Manchester,530.6725678386167,7640683.756188996,11979184.973763553,47222.87404446863,785587.8463574384,266765.58219666325,4480422.157539216,543715.0392520449,4885065.068343353,metro area
2023/24,Leeds City Region,645.6813371658326,2716782.0885209553,1023206.4330744708,67100.45834371354,409397.7346651357,30019.09692259931,2898629.2102268785,890643.0269413091,5945309.661174296,metro area
2023/24,Liverpool City Region,356.83357362747194,2638761.539988268,5144529.074028158,37852.822131752786,54503.01786971502,142619.3277531191,1796130.6271809298,114587.50387891653,1313597.6016334712,metro area
2023/24,Newcastle Met Area,482.0831039156765,745277.8301197242,485176.98952039186,10529.540330389515,34100.286992225796,56094.110270287616,668946.9062711141,235746.01157823543,2951007.0621558405,metro area
2023/24,Nottinghamshire and Derby,394.11681057028477,1272468.2463125149,4577885.477972444,36832.19689794146,77407.23242106439,75519.44352222838,1265471.8392382197,34100.95705420481,7105448.430792555,metro area
2023/24,NA,7815.842046640813,26353363.63628935,99418770.32154885,383949.2120203396,4159531.82720837,553333.7848903259,7241538.474538137,3978688.9794769813,60864488.42549766,imd decile
2024/25,Belfast City Region,164.06920344345272,744293.7407302648,527450.5558069354,62282.22141567245,97929.91193618625,126232.12926334023,3170223.430678878,630517.1331961902,7870581.39766733,metro area
2024/25,Bristol,316.19457552116364,2985112.9693139554,4527912.020867153,12426.080422038583,280627.5688115559,111174.21291937778,718933.8971050581,275881.828203771,5086226.220114415,metro area
2024/25,Cardiff City Region,425.18494410552086,2038366.4033671205,1891475.9986862112,31884.537218787897,374717.0577237573,77516.3311379759,2288050.1845225478,184581.3674479306,1792999.087441224,metro area
2024/25,Edinburgh,616.952902173996,1106966.2776895296,1114965.9903894633,27126.112425595893,77001.07619454339,109601.41044074256,1183592.802340822,121523.71328370915,1514276.3097049114,metro area
2024/25,Glasgow City Region,1203.0138353362681,4073517.4312683246,2106110.133005665,28712.40888537448,163073.98037886544,121292.9944352795,3838880.860798281,1267378.6400233046,5644732.90715719,metro area
2024/25,Greater Birmingham and The Black Country,301.13680790439247,6942635.490246288,4666607.826465723,23097.64837994874,659202.6827560301,222089.3925826462,1489674.5520746715,794793.5731950091,4545717.3647628,metro area
2024/25,Greater London,1099.4943380743266,14003318.541828264,21157217.36265104,93553.3004259605,425164.6050311972,275150.98314355913,4748093.679790624,681565.2533559406,5471950.243386846,metro area
2024/25,Greater Manchester,1509.1636029453948,998976.2535939959,6792859.697594377,109182.9030590348,708211.3843463595,47026.19364285132,3149654.4839376556,851731.7899512186,5679299.582359892,metro area
2024/25,Leeds City Region,213.47109115663918,1293024.8076945988,1451748.6742962697,59152.90765569639,420346.0550564932,197850.80310994462,2732712.904511931,528376.5891533127,2674749.775868991,metro area
2024/25,Liverpool City Region,463.55202597565955,2303355.3143628314,978992.101043988,23191.154070563614,325685.33392575383,136251.3467500458,2541043.1250425302,853656.2255905272,7492956.226426372,metro area
2024/25,Newcastle Met Area,257.5574209794402,524946.8298965276,554107.5558709406,5868.879654097185,69917.11167874877,41675.31774213853,467096.16403729917,96587.82068175726,2340196.105332757,metro area
2024/25,Nottinghamshire and Derby,483.3864101115614,1946027.3326926532,1706472.6981906903,19336.417848420333,262097.47604162994,65093.82225423445,119595.6959600915,75724.36440601316,605793.8504723968,metro area
2024/25,NA,4329.524244014919,36357038.68292,16048515.20947189,290269.49728996307,1211242.0058450326,867670.0676826326,18645176.428951036,5193802.821662738,46450465.142467685,imd decile
2025/26,Belfast City Region,99.6371637960896,421066.9579542513,931544.6852951995,10468.086091598496,42956.00362053141,31654.786476902562,NA,NA,821635.2467179092,metro area
2025/26,Bristol,288.748672298342,243422.10922381503,1800484.2243320444,10560.350308753365,191965.21597134115,34968.4297315074,NA,NA,3134386.222776497,metro area
2025/26,Cardiff City Region,49.659695607796316,883993.1547153477,537141.6453411977,25046.929462756587,61150.005706861244,32126.613741887115,NA,NA,1614499.4816633214,metro area
2025/26,Edinburgh,73.51451932489873,1127526.3441784927,901644.1093041624,6640.01548557356,141265.9636271747,7522.142874069796,NA,NA,2133296.7275207164,metro area
2025/26,Glasgow City Region,107.43041631318629,1412214.194914611,3206115.751988666,4146.942078035698,120265.41118312033,49534.83211561814,NA,NA,3715326.4263249957,metro area
2025/26,Greater Birmingham and The Black Country,596.7587900735438,2886509.8849407304,2284576.574462056,29314.420610672238,296113.3938686405,32771.25477123972,NA,NA,1555170.6195687586,metro area
2025/26,Greater London,299.88900239467625,6196057.912334007,5630720.572888421,45161.493306181575,449781.7043413578,90140.99805119337,NA,NA,6024799.589751971,metro area
2025/26,Greater Manchester,547.9277970230207,4047304.0928026284,3720547.4882257055,31544.17139397338,523239.096946089,18150.55892364263,NA,NA,6336366.805664977,metro area
2025/26,Leeds City Region,524.5133524294943,1057606.5409272895,1974340.9461526107,32525.850535559654,78523.12453248352,63528.54875726573,NA,NA,1247219.144535319,metro area
2025/26,Liverpool City Region,327.56273644790053,588864.978684005,2747564.668308659,22612.58232959211,230307.6293737851,8748.631171861973,NA,NA,3753389.9132798235,metro area
2025/26,Newcastle Met Area,250.10042350515724,132986.85991400786,288894.8963201427,13354.457302335835,19667.216345469653,13497.243560231494,NA,NA,1116441.93506096,metro area
2025/26,Nottinghamshire and Derby,110.77840639892968,186500.93946295747,1156519.0743298614,12209.375312382728,18535.616065825896,8420.857886191528,NA,NA,1462699.3530482666,metro area
2025/26,NA,4593.343643248081,24917146.010868188,27382005.520476654,320266.5190137707,1887409.9799863645,537978.3245824111,NA,NA,24203311.467797983,imd decile
2026/27,Belfast City Region,50.980695996433504,291754.3418762494,234816.04446032658,9643.712836876512,27660.326371965373,NA,NA,NA,93952.1970576317,metro area
2026/27,Bristol,73.07044159974903,245619.63860592668,353536.7289366662,5584.632223728859,83448.37894420623,NA,NA,NA,578113.0969095464,metro area
2026/27,Cardiff City Region,37.164866163954144,565830.4920720292,937132.4776853928,6971.9213454136625,86584.84816582761,NA,NA,NA,316111.3359022748,metro area
2026/27,Edinburgh,45.71240283269436,77783.60731130838,672641.4939003739,1718.082280229032,35749.21011575572,NA,NA,NA,896523.715689825,metro area
2026/27,Glasgow City Region,128.41171291656792,386878.318581376,1628873.9815994685,8800.995193986966,136752.25713334233,NA,NA,NA,1120311.4859167074,metro area
2026/27,Greater Birmingham and The Black Country,189.38535121530296,347196.4452926423,1796820.355219243,8642.59773584269,54376.61609539912,NA,NA,NA,1853118.5256223667,metro area
2026/27,Greater London,405.7524213038385,558813.4207105859,2749848.1803157474,33103.02716471534,450024.3620195184,NA,NA,NA,4406686.332767244,metro area
2026/27,Greater Manchester,150.50938796773553,1003086.7637618368,1302924.5300693165,3497.7696269899607,179833.75773744733,NA,NA,NA,1249360.033520722,metro area
2026/27,Leeds City Region,171.528315105848,333006.4995115788,248428.63163361588,7525.688760191574,65196.70923942141,NA,NA,NA,359440.0762299476,metro area
2026/27,Liverpool City Region,48.420046354085216,391159.1877772212,1044817.3314444263,9451.707058399916,102989.92209434063,NA,NA,NA,840877.5246375329,metro area
2026/27,Newcastle Met Area,90.75206984952092,188562.07401417152,324332.54637000064,6897.073900265247,27400.48032882437,NA,NA,NA,527858.8686131566,metro area
2026/27,Nottinghamshire and Derby,43.48557542078197,401114.2004131995,545095.3003734055,4990.377448761464,47888.395336575064,NA,NA,NA,188836.95437781763,metro area
2026/27,NA,202.387900223583,1810779.7077907692,4127594.466256856,33783.921733528376,162585.52108039634,NA,NA,NA,5622324.756978978,imd decile
2027/28,Belfast City Region,4.893418204039335,64422.273886105955,53099.80869496309,3022.5354489544407,8443.192815510929,NA,NA,NA,17670.833028204794,metro area
2027/28,Bristol,15.551677141338589,217870.42758039242,207554.0656891967,195.44918120503428,24630.478138867024,NA,NA,NA,246537.07900177094,metro area
2027/28,Cardiff City Region,14.185730444826184,76487.67533721622,219934.5608699476,556.910238188319,14073.963364804164,NA,NA,NA,94078.65151086941,metro area
2027/28,Edinburgh,13.711463156342507,93816.52269696744,56271.10593256686,978.0284467788414,16225.702973517404,NA,NA,NA,189082.00964686423,metro area
2027/28,Glasgow City Region,29.12875099107623,181658.06110434554,78256.16583496648,650.6438743975013,33057.43594414089,NA,NA,NA,199036.94497640402,metro area
2027/28,Greater Birmingham and The Black Country,27.9829216953367,226088.81847917102,96738.4684206482,1621.362079679966,25328.89834678713,NA,NA,NA,304425.3776566419,metro area
2027/28,Greater London,37.985502120852466,663413.4170638404,414126.57707132347,1323.5336889524015,44732.36072963476,NA,NA,NA,984440.5083319687,metro area
2027/28,Greater Manchester,25.43618974462152,241447.86321506384,93582.90386693859,1730.916642886773,17922.883175306768,NA,NA,NA,226172.46241637564,metro area
2027/28,Leeds City Region,23.101118516921996,234305.04803310396,110941.14130668271,2282.063284732402,30568.875425282866,NA,NA,NA,260519.53082963708,metro area
2027/28,Liverpool City Region,6.369498268887401,341739.9051632755,173900.54832184472,1602.5967621367427,9672.712338699774,NA,NA,NA,163149.63554747502,metro area
2027/28,Newcastle Met Area,14.041131886839867,13509.711932856459,81206.45107776529,2407.5575824044645,18683.004524037242,NA,NA,NA,134759.31692771343,metro area
2027/28,Nottinghamshire and Derby,5.044161808490753,128058.8509239273,24543.063333410835,942.8116918183863,17036.14975062609,NA,NA,NA,51951.062378805604,metro area
2027/28,NA,158.77130647245795,935211.5864187023,1382403.7786008297,18951.538265714607,108490.78328237982,NA,NA,NA,2133479.2086982913,imd decile
2014/15,proposition_Foundations_name1,36663.153468622455,152917911.83054134,41218270.03104637,2858605.873027115,5918772.210159632,112393.2279929351,11232175.369992113,2682521.292593275,379192993.4710201,NA
2015/16,proposition_Foundations_name1,29218.2253323216,124928294.99643683,232139997.25667524,2563119.2669892455,5866639.937627981,551931.3729923159,53678328.05908047,8606809.88812473,297970994.3502901,NA
2016/17,proposition_Foundations_name1,11300.713453156874,62876937.82133471,134638625.05802238,1167023.261675039,9367475.926580135,1032044.0148531487,61671005.33753724,11087427.024028113,267599491.3332318,NA
2017/18,proposition_Foundations_name1,34758.24424781185,123266885.68511777,252252490.65560442,3063487.9295588336,7234535.497676507,2124936.5519572287,25454668.289237466,19148457.478886433,193128606.4619613,NA
2018/19,proposition_Foundations_name1,37115.977127815226,38902322.23564896,146858834.88568613,4115072.3916752934,13738238.722651595,745906.6681282597,53377369.491044946,6529483.336495861,160192843.73852652,NA
2019/20,proposition_Foundations_name1,4197.148110917956,38418321.60349153,76631566.7406622,2866941.1664303094,6295523.027940289,2385547.0596475513,58699061.46953728,10966674.044816248,129862016.48458949,NA
2020/21,proposition_Foundations_name1,14304.408023589105,49971679.98421594,82805584.45875496,2762551.213962673,11717677.61812253,1444351.4106159522,26833344.406668637,5545832.851023024,107812935.62703152,NA
2021/22,proposition_Foundations_name1,17224.426973440313,52967751.2483437,144609901.98178917,1639876.5756525658,10529837.043806657,2661262.0227699,42186207.127760835,14782815.012044104,205562718.0175981,NA
2022/23,proposition_Foundations_name1,19158.041466053946,100504674.53531542,171113326.16721195,1995647.2075451484,4162368.693939368,869586.6096861266,61647920.14469871,15868796.300201615,110201773.18248965,NA
2023/24,proposition_Foundations_name1,24515.267079742625,23444240.140622914,69581975.9113481,1021587.5692643508,3122514.9626278975,4238291.6578442305,67682574.13005176,14208625.415558556,38146700.16800371,NA
2024/25,proposition_Foundations_name1,10663.078354320489,87230601.76145299,74197130.239867,797426.2353138466,10570469.02518642,1475422.0153979033,56998822.473915875,5394714.217545085,245064928.14436218,NA
2025/26,proposition_Foundations_name1,6748.940477375687,48648268.12004111,18556514.90799217,405151.9755714806,4678750.242753066,1446638.1565536372,NA,NA,24666436.699455477,NA
2026/27,proposition_Foundations_name1,1342.8196582987905,7375188.8129450325,17388996.420527827,200026.25344795978,2797974.247443869,NA,NA,NA,21493438.740697313,NA
2027/28,proposition_Foundations_name1,348.27629197519275,5676759.00629736,3473939.114935168,38792.81230666004,423740.4110905712,NA,NA,NA,5569980.721406813,NA
2014/15,proposition_Get A Job_name1,38126.68827853594,67140493.54264738,228571067.80833715,1998922.1136274412,6298651.880622686,188230.3930228863,44060814.65199705,10367958.507665338,70116542.81091811,NA
2015/16,proposition_Get A Job_name1,4978.505595013499,150826140.05143088,262690699.81636235,4352259.729386606,11633553.542430809,592669.7634557326,14794621.21629191,13537551.34192342,167777322.87096387,NA
2016/17,proposition_Get A Job_name1,39271.3256642839,88806476.89879818,42795244.19476538,3581514.299297391,11606916.727088159,1676921.8873604808,27126197.78342674,4954215.983145158,221549886.95832658,NA
2017/18,proposition_Get A Job_name1,18756.12273596283,42502334.20159255,45304753.32313953,1424596.455584591,7405950.593366659,2107942.606205061,9500502.794474706,11665408.693115287,249984231.18118688,NA
2018/19,proposition_Get A Job_name1,35247.60087558479,129042415.41321407,204294678.9687615,2890081.1076861266,14148412.886620332,994137.5882346019,22195491.151162565,18123437.274698537,279896096.02204204,NA
2019/20,proposition_Get A Job_name1,30126.673116539605,79934651.92721112,170096062.0615156,989755.9838375995,13251443.10327389,958027.0401215272,59265540.863449015,10775729.931617891,59670583.04879145,NA
2020/21,proposition_Get A Job_name1,15831.01657996513,89578193.62714495,165020719.41571304,2979603.3703123573,8941604.366243277,1988137.6981962263,42378072.06234338,12005153.968176156,92902309.24449107,NA
2021/22,proposition_Get A Job_name1,17459.053990102748,98915013.75609685,198123831.77569205,2400751.6281650914,12297411.233237598,952966.033847176,51401185.04901444,6191877.263772018,207905879.36409742,NA
2022/23,proposition_Get A Job_name1,17241.17631521858,26179246.15377389,133963969.52970938,615614.394002133,3298831.4980283845,2270139.824939588,19637138.724119943,6660397.43166386,254880878.88148057,NA
2023/24,proposition_Get A Job_name1,24621.80026786588,109030590.0802694,58626459.89669615,1644978.0099151735,2168881.6421480514,3264557.639315307,22507585.406539224,16979447.895318255,111088310.97291121,NA
2024/25,proposition_Get A Job_name1,16251.365154169685,12236852.330979517,58923339.06485271,614764.304374601,5787730.18723183,3385535.791450786,10133652.819515197,19835133.387757063,213963726.46971416,NA
2025/26,proposition_Get A Job_name1,4999.472312440351,21247282.539841298,16497655.474399135,208080.20096434283,1586669.761670217,1243024.5945941852,NA,NA,22659018.51474804,NA
2026/27,proposition_Get A Job_name1,2538.462817214057,15646796.8039307,31571445.32032567,162198.68697971868,580023.8901983548,NA,NA,NA,29236840.934413236,NA
2027/28,proposition_Get A Job_name1,349.63008505348114,4211226.123005232,4600427.993923725,49765.028839710736,806951.9170096652,NA,NA,NA,4292186.916592911,NA
2014/15,proposition_Enterprise_name1,34129.671896058506,156544767.6919145,70712626.83199382,2733829.292124033,11470028.089091832,473981.5924121574,23211466.679732405,8773552.271896256,274398171.42878926,NA
2015/16,proposition_Enterprise_name1,39252.44018907845,31627861.58100304,205076306.3652166,1228270.2004297592,7116617.8189018145,78473.90871749708,20693494.79231758,5087287.406226942,110236046.4421799,NA
2016/17,proposition_Enterprise_name1,38947.923027855344,52823150.7721365,265605266.7384057,689490.7502567947,5616374.302298432,1320182.1072113637,64711015.882690184,15286780.714572813,272815597.6373504,NA
2017/18,proposition_Enterprise_name1,20224.577154266273,32075019.348555516,50830656.51511674,1354050.4519505769,2105743.164851003,855143.2390761562,34402249.903219216,13727919.460296378,234993907.58348134,NA
2018/19,proposition_Enterprise_name1,15220.379940353707,21354817.809609957,168854030.27609742,759887.3422563241,14948636.81903419,306583.0858714085,59620462.6903878,3803125.153109597,78234375.32535806,NA
2019/20,proposition_Enterprise_name1,12471.385411037132,100987905.61814225,62416476.670408,1305796.0134471126,6118462.313619798,1044604.3002381828,41103647.29522445,2168118.2735680393,268694859.6039501,NA
2020/21,proposition_Enterprise_name1,10691.414143620059,87755116.77190645,119830426.38304335,2096975.3099451968,8867193.714766651,1232601.388570738,20099413.064112317,12683247.774140714,241145445.934653,NA
2021/22,proposition_Enterprise_name1,26381.714758064783,56722488.604902975,39253434.3447838,1019334.962280323,4978698.957602104,1138076.7102714423,11779184.01166034,2206349.935877606,168436860.87506938,NA
2022/23,proposition_Enterprise_name1,16057.412510336193,102276414.07018153,35512960.53794018,666947.8782060156,5054131.643851256,2688277.609195317,60795363.70174142,5453828.057070519,294173571.44658786,NA
2023/24,proposition_Enterprise_name1,8541.640085686931,20130141.63954612,172237662.59275043,845229.6930028857,2149462.279037953,2511182.208499602,53166602.726981185,10668308.054426428,155521866.84001866,NA
2024/25,proposition_Enterprise_name1,9414.506136257762,88067621.11374056,20280086.559990946,226863.78652649,8001325.438357036,2367691.0137605434,59155911.55588923,3197652.6616468155,107206911.85864118,NA
2025/26,proposition_Enterprise_name1,3558.4651006881154,13877573.56864036,60928568.73226487,221838.84229347113,5397822.551695057,653341.6202656724,NA,NA,37727323.19799277,NA
2026/27,proposition_Enterprise_name1,3839.3588720848784,10528681.99499005,15747414.572357612,77109.35066906773,2281406.703675288,NA,NA,NA,4930801.666479094,NA
2027/28,proposition_Enterprise_name1,666.892873826623,1685606.7058454836,3336774.85323649,53991.99330931716,94898.28492835426,NA,NA,NA,7129761.826207064,NA
2014/15,proposition_Get A Job- H&SC_name1,25964.65365859233,59066978.31910528,188820540.24402255,529397.5198262975,14508013.682561178,120389.66373325884,54782879.02468805,10375537.08469696,111137898.6206115,NA
2015/16,proposition_Get A Job- H&SC_name1,11141.541149808092,133350917.98186289,206597775.2280362,2614088.5272629936,2729884.0875883927,286600.4305329524,52892359.31546069,4035260.802975964,116347729.73313901,NA
2016/17,proposition_Get A Job- H&SC_name1,36208.14909479749,113736505.37066501,196934135.4453969,1998106.8318445715,15642961.6136775,1274795.618303844,55469676.53242837,4966637.361964517,373006832.63721186,NA
2017/18,proposition_Get A Job- H&SC_name1,39417.3716678191,93789675.49137756,198364415.37734464,3313899.156227971,3715909.9922239445,1526742.1927953155,63988025.01424984,5674105.685003644,299319834.7520631,NA
2018/19,proposition_Get A Job- H&SC_name1,35520.04075769149,102107825.78389576,160899620.6812772,3499657.911252925,6309617.657279571,2346188.862646896,17088092.665322505,16867042.084399372,141845684.64286485,NA
2019/20,proposition_Get A Job- H&SC_name1,5247.596415354685,50381426.861558735,102423989.80336684,2706608.5437047775,7616467.155566377,1207558.3135161842,12131397.204741528,16956680.46372748,162957137.61983314,NA
2020/21,proposition_Get A Job- H&SC_name1,13562.330317645148,58667521.97130923,177406965.47677866,2154904.935961957,3774786.2271437612,2349554.2193404273,44653746.773617394,2082387.1411642309,50297447.55971661,NA
2021/22,proposition_Get A Job- H&SC_name1,18689.598601895945,87355336.67670853,179931374.3493602,406344.1212201817,11365333.50036278,525586.7099269088,45006865.4591226,3273700.6596558043,186922153.28263035,NA
2022/23,proposition_Get A Job- H&SC_name1,10377.888528104872,34065117.36264296,129145094.15278403,505865.4062776007,4033023.0510097235,447184.6185777087,59590935.32395087,18286979.603598148,181300971.65085953,NA
2023/24,proposition_Get A Job- H&SC_name1,26854.841079418547,19830026.980186753,48084776.48753397,1126023.6395093636,10596510.761766823,3954588.3218185846,48453614.9798335,6908855.9458017675,48751799.82845604,NA
2024/25,proposition_Get A Job- H&SC_name1,22846.099262900094,21185104.170029994,126198435.4812801,1125231.4012418718,2266284.876287587,1857015.3429949395,27290479.029054835,4740881.511857399,203888055.34095755,NA
2025/26,proposition_Get A Job- H&SC_name1,8419.578988709674,32941820.22435431,64755801.37632991,432653.55139487894,1469481.6438606977,836026.2145464577,NA,NA,41498357.46224581,NA
2026/27,proposition_Get A Job- H&SC_name1,3383.377440629527,7221825.137309524,13875095.285105128,80503.21431062893,2724540.6079548784,NA,NA,NA,24373212.01157329,NA
2027/28,proposition_Get A Job- H&SC_name1,147.67374853659422,3210861.487379047,1993463.8287776131,62389.11208889335,294693.59296906315,NA,NA,NA,948825.1570038963,NA
2014/15,proposition_Non-Core_name1,32039.32620256413,88456071.96235217,108496446.41775651,763495.7801264445,2041062.6874175153,108892.99342986458,7629935.685911551,8684639.994072318,155483445.15595523,NA
2015/16,proposition_Non-Core_name1,6168.521935142578,61455417.50627927,138302872.06974706,651426.6100988494,4267193.014532894,194662.28348342294,43328830.88178811,3972231.179847945,240559533.77246994,NA
2016/17,proposition_Non-Core_name1,27227.731564484162,61393053.02038493,259261982.15027484,654666.1982597575,12197595.41673364,433794.7357451415,47100291.22367289,4249053.227256559,95312383.83539811,NA
2017/18,proposition_Non-Core_name1,22615.50312192347,138216358.07425058,214091080.98880544,646894.3857659954,5356619.648625498,1551294.0495790152,26460492.321350023,16318090.061555173,62364444.75935977,NA
2018/19,proposition_Non-Core_name1,6394.092976805382,75099407.0889078,196326186.36756772,1349835.3993982216,4711487.3394302605,717495.0866663451,61615753.9554437,17994061.329204686,194091330.69990304,NA
2019/20,proposition_Non-Core_name1,17266.34588848446,53461999.564598486,95317356.51195414,2342414.917600502,5327217.692265078,2184351.7558232313,21508016.925000884,13583949.889218647,163687563.09204763,NA
2020/21,proposition_Non-Core_name1,13282.337449094655,98559991.6067487,179067323.20462605,1935859.6949301278,5461695.486302805,1070421.8653461933,35896215.62765258,6084548.214757864,55297139.95179823,NA
2021/22,proposition_Non-Core_name1,13632.437503391133,99068428.08821459,91318655.66283692,1528643.0960724363,7752233.726572958,2267118.758518312,11650967.787062617,8241148.610818303,211272533.3326775,NA
2022/23,proposition_Non-Core_name1,27880.98796964474,30274993.29926574,41271124.67649307,1399795.2897389326,9561758.8676473,1488410.2629196018,65333630.303104304,3337573.6707130363,194162666.3915936,NA
2023/24,proposition_Non-Core_name1,19052.19118037168,68949543.22136627,96352991.34149365,1048023.2906360687,6813999.716896435,3950111.133424963,73241971.25173695,10394983.84968228,210823346.10332236,NA
2024/25,proposition_Non-Core_name1,7835.290077648686,41656791.50641849,19048640.692357212,624945.2063183684,9484837.940784097,3765322.6341007585,42075910.568676576,14807403.541004017,132064830.08574367,NA
2025/26,proposition_Non-Core_name1,10432.346720246225,6054432.180724021,19367150.45647565,238427.4919619691,3002700.4149777223,335169.9427349255,NA,NA,38053170.2091983,NA
2026/27,proposition_Non-Core_name1,1598.8789310222492,13726845.73580321,25749604.567631718,274369.9566652799,1202782.26076194,NA,NA,NA,29486096.145305913,NA
2027/28,proposition_Non-Core_name1,282.9089034430683,2882098.8779196534,1520454.1650608415,40702.18494681419,682935.5636291818,NA,NA,NA,5470907.598812757,NA
2014/15,proposition_Education_name1,38235.293783871646,154130902.07701442,280134182.39268136,2839162.025165039,4567840.7528500175,306164.10557901114,14072777.658799393,11834985.744643461,59107492.37496774,NA
2015/16,proposition_Education_name1,25120.830844711512,150719005.68211904,156278415.8070369,1951917.987821746,12383871.643854136,503414.75809231296,21015853.598849658,3608351.3333198954,131525942.36773232,NA
2016/17,proposition_Education_name1,28873.023625641687,126818793.92491451,214847815.86436206,856963.8650769442,1978431.2678740046,839025.3718337624,19657923.16624077,15450490.982016718,104174959.519995,NA
2017/18,proposition_Education_name1,17439.08388961051,112972545.22997452,239697728.01139215,1176478.4473044046,9735976.918090958,1619776.3223617158,39335437.491146,12443111.918484652,351590709.45883507,NA
2018/19,proposition_Education_name1,32912.35920346733,127397965.05996223,33292928.902812544,4363611.287650902,7198832.494803902,636120.8265917744,36444408.35216819,5055451.193968438,366585864.00594866,NA
2019/20,proposition_Education_name1,34153.909751311134,122443489.85460334,169370596.50261983,3004788.248048959,10466255.33150224,1766358.6661120532,50622166.02205623,2670813.8343757787,134213710.38776152,NA
2020/21,proposition_Education_name1,29043.9826743152,76068391.72568543,61483381.4196633,1822799.0461709937,9362171.525145061,1818319.687939553,41027083.05637244,13979264.980785564,252854913.400237,NA
2021/22,proposition_Education_name1,5998.498108871281,78952695.29088339,26643576.320215236,2219508.240449871,2251533.6381676835,2245616.2250875602,10181969.774682293,17468806.763785914,218273651.4636158,NA
2022/23,proposition_Education_name1,16760.25760900788,13998409.611031204,25128616.863936283,1121868.174652975,3297766.9206108195,1835606.7107486082,71836904.28976409,8962154.822702736,115836484.71255413,NA
2023/24,proposition_Education_name1,20109.003338472918,69487025.51925872,129406823.55718336,899364.6381814866,10759018.80464608,2618649.306521178,48154650.67833497,6120337.938383054,158124764.51287192,NA
2024/25,proposition_Education_name1,16721.9228014363,76213100.88412796,102825031.43866545,1267440.1134782028,5199516.206812508,1266742.4815321623,19711466.603712175,5995452.03333403,59491572.24654302,NA
